id,first_name,last_name,full_name,country,ranking,ranking_points
1932504,Ignacio,Buse,Ignacio Buse,Peru,225,254
475350,Jake,Delaney,Jake Delaney,Australia,480,84
1157184,Miguel,Damas,Miguel Damas,Spain,377,128
1260210,Daniil,Glinka,Daniil Glinka,Estonia,491,81
2036670,Viacheslav,Bielinskyi,Viacheslav Bielinskyi,Ukraine,470,89
2341296,Alexander,Blockx,Alexander Blockx,Belgium,243,235
2423160,Svyatoslav,Gulin,Svyatoslav Gulin,Russia,494,80
2525268,Matej,Dodig,Matej Dodig,Croatia,266,200
1743420,De,Montes,De Montes,Spain,500,78
1968492,Victor,Lilov,Victor Lilov,USA,497,78
1227186,San,Sin,San Sin,South Korea,488,88
1439814,Garrett,Johns,Garrett Johns,USA,497,79
2503188,Martin,Landaluce,Martin Landaluce,Spain,162,368
2476920,Learner,Tien,Learner Tien,USA,125,475
1968462,Bruno,Kuzuhara,Bruno Kuzuhara,USA,435,99
1210098,Jie,Cui,Jie Cui,China,355,136
2303934,Arthur,Gea,Arthur Gea,France,309,168
2264946,Kilian,Feldbausch,Kilian Feldbausch,Switzerland,418,109
1283718,Morillo,Lopez,Morillo Lopez,Spain,499,84
671154,Vadym,Ursu,Vadym Ursu,Ukraine,327,157
1184688,Hazem,Naw,Hazem Naw,Syria,299,173
1382076,Neil,Oberleitner,Neil Oberleitner,Austria,452,92
1153488,Matthew,Dellavedova,Matthew Dellavedova,Australia,358,135
2382096,Lautaro,Midon,Lautaro Midon,Argentina,422,107
1876578,Orel,Kimhi,Orel Kimhi,Israel,466,93
2233878,Jakub,Nicod,Jakub Nicod,Czechia,314,163
2319018,Bor,Artnak,Bor Artnak,Slovenia,386,125
1689102,Andrea,Picchione,Andrea Picchione,Italy,335,149
708252,Denys,Klok,Denys Klok,Russia,496,81
1471854,Hamish,Stewart,Hamish Stewart,United Kingdom,494,80
2423226,Joao,Fonseca,Joao Fonseca,Brazil,151,388
363516,Yurii,Dzhavakian,Yurii Dzhavakian,Ukraine,463,89
1466526,Nikolay,Vylegzhanin,Nikolay Vylegzhanin,Russia,498,79
2999016,Elmer,Moeller,Elmer Moeller,Denmark,282,196
1446246,Matias,Soto,Matias Soto,Chile,300,173
1389486,Lorenzo,Rodriguez,Lorenzo Rodriguez,Argentina,467,91
1010532,Andres,Andrade,Andres Andrade,Ecuador,246,231
1469922,Andre,Ilagan,Andre Ilagan,USA,374,129
2352444,Angelo,Prado,Angelo Prado,Bolivia,277,192
1338924,Hikaru,Shiraishi,Hikaru Shiraishi,Japan,490,82
1980522,Stefan,Popovic,Stefan Popovic,Serbia,438,98
2316654,Mendez,Pacheco,Mendez Pacheco,Mexico,428,102
1993836,Petr,Nesterov,Petr Nesterov,Bulgaria,384,127
2689116,Joel,Schwarzler,Joel Schwarzler,Austria,346,141
1398372,Ryan,Seggerman,Ryan Seggerman,USA,392,121
2133174,Alexander,Jong,Alexander Jong,Netherlands,463,96
2313564,Edas,Butvilas,Edas Butvilas,Lithuania,255,214
1605468,Arthur,Bouquier,Arthur Bouquier,France,421,107
1428894,Philip,Henning,Philip Henning,South Africa,404,114
1931184,Andres,Martin,Andres Martin,USA,439,97
1545834,Kiranpal,Pannu,Kiranpal Pannu,New Zealand,437,98
1655700,Jacob,Fearnley,Jacob Fearnley,United Kingdom,98,614
1347216,Luka,Pavlovic,Luka Pavlovic,France,363,133
1444794,Franco,Roncadelli,Franco Roncadelli,Uruguay,361,134
1732500,Eliot,Spizzirri,Eliot Spizzirri,USA,245,231
2057466,Ilia,Simakin,Ilia Simakin,Russia,359,134
1688694,Gurri,Alcala,Gurri Alcala,Spain,462,89
2485386,Michael,Agwi,Michael Agwi,Ireland,427,102
1493082,Lilian,Marmousez,Lilian Marmousez,France,401,116
2285892,Gabriele,Pennaforti,Gabriele Pennaforti,Italy,434,100
1011156,Dan,Tomescu,Dan Tomescu,Romania,479,85
2096940,Lukas,Pokorny,Lukas Pokorny,Slovakia,472,86
2107236,Olaf,Pieczkowski,Olaf Pieczkowski,Poland,493,80
1622496,Tomas,Farjat,Tomas Farjat,Argentina,455,91
2175684,Mika,Brunold,Mika Brunold,Switzerland,441,97
1532520,Guido,Justo,Guido Justo,Argentina,477,85
2280264,Tom,Gentzsch,Tom Gentzsch,Germany,467,88
334482,Christoph,Negritu,Christoph Negritu,Germany,408,114
725760,Peter,Bertran,Peter Bertran,Dominican Republic,490,81
2711532,Quilez,Sanchez,Quilez Sanchez,Spain,493,82
1364694,Tommaso,Compagnucci,Tommaso Compagnucci,Italy,447,96
1351650,Chris,Rodesch,Chris Rodesch,Luxembourg,416,111
2704122,Yi,Zhou,Yi Zhou,China,381,127
1959156,Alessandro,Pecci,Alessandro Pecci,Italy,445,96
1187622,Masamichi,Imamura,Masamichi Imamura,Japan,360,134
2376720,Jacob,Bradshaw,Jacob Bradshaw,Australia,495,80
1340898,Krom,De,Krom De,Netherlands,496,80
1869528,Egor,Agafonov,Egor Agafonov,Russia,489,82
1360848,Florent,Bax,Florent Bax,France,455,92
2418900,Justin,Engel,Justin Engel,Germany,400,116
1381848,Kasidit,Samrej,Kasidit Samrej,Thailand,469,87
2553162,Gianluca,Cadenasso,Gianluca Cadenasso,Italy,487,82
709008,Aleksandre,Bakshi,Aleksandre Bakshi,Georgia,484,83
1801788,Max,Wiskandt,Max Wiskandt,Germany,499,79
1998054,Murphy,Cassone,Murphy Cassone,USA,328,156
2351202,Colton,Smith,Colton Smith,USA,390,122
2242986,Biryukov,Bar,Biryukov Bar,Russia,499,78
1739664,Pedro,Araujo,Pedro Araujo,Portugal,476,85
1882944,Johannus,Monday,Johannus Monday,United Kingdom,481,84
